日付,カテゴリ,分類,メモ,金額
2014年12月28日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2014年12月29日,カード返済,UFJ,ラクテンカードサービス,"-41,696 "
2014年12月29日,管理費,UFJ,RKS(カンリヒトウ,"-18,790 "
2014年12月29日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2014年12月31日,携帯電話,UFJ,ドコモご利用料金 01ガツブン,"-14,522 "
2014年12月31日,インターネット,UFJ,インタ-ネツトヒカリ ゲツガク,"-3,580 "
2015年1月2日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年1月2日,ガソリン,UFJ,ナガヌマ エスエス,"-4,896 "
2015年1月5日,水道,UFJ,ゲスイシヨウリヨウ,"-3,036 "
2015年1月6日,ローン,UFJ,ローン,"-68,764 "
2015年1月8日,ATM引き出し,UFJ,イオンギンコウ,"-20,000 "
2015年1月9日,電気,UFJ,東京電力 1501 5016983030505,"-7,447 "
2015年1月10日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年1月10日,手数料,UFJ,手数料,-216 
2015年1月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2015年1月16日,灯油,UFJ,ナガヌマ エスエス,"-2,484 "
2015年1月17日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2015年1月17日,手数料,UFJ,手数料,-216 
2015年1月20日,電話,UFJ,NTT東日本 ご利用料金 02ガツブン,"-2,179 "
2015年1月21日,ガス,UFJ,トウキヨウガス 1195-614,"-6,759 "
2015年1月26日,保険,UFJ,ソンポジヤパン,"-2,530 "
2015年1月26日,インターネット,UFJ,ヤフージャパン,-410 
2015年1月27日,カード返済,UFJ,ラクテンカードサービス,"-41,917 "
2015年1月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2015年1月27日,その他,UFJ,東海メガネ・コンタクト730019,"-3,380 "
2015年1月28日,管理費,UFJ,RKS(カンリヒトウ,"-19,230 "
2015年1月29日,水道,UFJ,チバケンスイドウ,"-5,420 "
2015年1月31日,携帯電話,UFJ,ドコモご利用料金 02ガツブン,"-17,197 "
2015年1月31日,インターネット,UFJ,インタ-ネツトヒカリ ゲツガク,"-3,580 "
2015年2月3日,ATM入金,UFJ,ATM 入金,"5,000 "
2015年2月4日,カード返済,UFJ,セゾン,"-4,590 "
2015年2月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"216,806 "
2015年2月6日,ローン,UFJ,ローン,"-68,764 "
2015年2月6日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2015年2月6日,電気,UFJ,東京電力 1502 5016983030505,"-7,239 "
2015年2月7日,灯油,UFJ,ナガヌマ エスエス,"-2,340 "
2015年2月8日,ガソリン,UFJ,ナガヌマ エスエス,"-4,823 "
2015年2月10日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年2月16日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2015年2月18日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2015年2月18日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2015年2月18日,手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年2月18日,ATM手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年2月19日,ガス,UFJ,トウキヨウガス 1195-614,"-7,963 "
2015年2月19日,その他,UFJ,ZHUSHIHUISH,"-3,580 "
2015年2月21日,ガソリン,UFJ,ナガヌマ エスエス,"-4,323 "
2015年2月21日,その他,UFJ,AMAZON.CO.JP,"-1,599 "
2015年2月23日,利息,UFJ,スーパーフツウ,10 
2015年2月26日,保険,UFJ,ソンポジヤパン,"-2,530 "
2015年2月26日,インターネット,UFJ,ヤフージャパン,-410 
2015年2月27日,カード返済,UFJ,ラクテンカードサービス,"-46,892 "
2015年2月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2015年2月28日,携帯電話,UFJ,ドコモご利用料金 03ガツブン,"-15,040 "
2015年2月28日,ATM引き出し,UFJ,ATM 引き出し,"-10,000 "
2015年2月28日,インターネット,UFJ,インターネツトヒカリ ゲツガク,"-3,580 "
2015年2月28日,その他,UFJ,オルビス,"-2,814 "
2015年3月1日,ATM引き出し,UFJ,ATM 引き出し,"-8,000 "
2015年3月1日,灯油,UFJ,ナガヌマ エスエス,"-1,206 "
2015年3月2日,水道,UFJ,ゲスイシヨウリヨウ,"-3,276 "
2015年3月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"244,423 "
2015年3月6日,ローン,UFJ,ローン,"-68,764 "
2015年3月6日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年3月9日,電気,UFJ,東京電力 1503 5016983030505,"-8,248 "
2015年3月9日,電話,UFJ,NTT東日本 ご利用料金 03ガツブン,"-2,188 "
2015年3月10日,カード返済,UFJ,カ)クレデイセゾン,"-13,452 "
2015年3月13日,その他,UFJ,グルーポン・ジャパン,"-1,000 "
2015年3月14日,利息,UFJ,26/シモキブン リソク,25 
2015年3月14日,利息,UFJ,26/シモキブン リソク,25 
2015年3月15日,管理費,UFJ,RKS(カンリヒトウ,"-19,230 "
2015年3月15日,ATM引き出し,UFJ,ATM 引き出し,"-10,000 "
2015年3月15日,手数料,UFJ,手数料,-216 
2015年3月16日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2015年3月20日,ガス,UFJ,トウキヨウガス 1195-614,"-6,181 "
2015年3月20日,その他,UFJ,ZHUSHIHUISH,-125 
2015年3月21日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2015年3月21日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2015年3月21日,手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年3月21日,ATM手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年3月26日,保険,UFJ,ソンポジヤパン,"-2,530 "
2015年3月26日,インターネット,UFJ,ヤフージャパン,-410 
2015年3月27日,カード返済,UFJ,ラクテンカードサービス,"-58,203 "
2015年3月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2015年3月30日,管理費,UFJ,RKS(カンリヒトウ,"-19,230 "
2015年3月30日,水道,UFJ,チバケンスイドウ,"-5,080 "
2015年3月31日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2015年3月31日,ATM引き出し,UFJ,ATM 引き出し,"-50,000 "
2015年3月31日,携帯電話,UFJ,ドコモご利用料金 04ガツブン,"-15,072 "
2015年3月31日,インターネット,UFJ,インターネツトヒカリ ゲツガク,"-3,580 "
2015年3月31日,手数料,UFJ,ゴリヨウテスウリヨウ,-108 
2015年3月31日,ATM手数料,UFJ,ゴリヨウテスウリヨウ,-108 
2015年4月2日,ATM引き出し,UFJ,ATM 引き出し,"-10,000 "
2015年4月3日,ATM引き出し,UFJ,ATM 引き出し,"-40,000 "
2015年4月3日,給料,UFJ,シンワツウシンコウギヨウ(カ,"311,421 "
2015年4月4日,ガソリン,UFJ,ナガヌマ エスエス,"-5,773 "
2015年4月6日,ローン,UFJ,ローン,"-68,764 "
2015年4月6日,カード返済,UFJ,セゾン,"-2,800 "
2015年4月7日,その他,UFJ,タイムリー・ファッションストア760094,"-2,592 "
2015年4月8日,その他,UFJ,ビックカメラ楽天市場店742352,"-9,266 "
2015年4月9日,電気,UFJ,東京電力 1504 5016983030505,"-7,607 "
2015年4月9日,電話,UFJ,NTT東日本 ご利用料金 04ガツブン,"-2,205 "
2015年4月11日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年4月15日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年4月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2015年4月15日,手数料,UFJ,手数料,-108 
2015年4月19日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年4月19日,手数料,UFJ,手数料,-216 
2015年4月21日,ガス,UFJ,トウキヨウガス 1195-614,"-6,362 "
2015年4月23日,ATM引き出し,UFJ,イオンギンコウ,"-30,000 "
2015年4月25日,ガソリン,UFJ,ナガヌマ エスエス,"-5,125 "
2015年4月27日,カード返済,UFJ,ラクテンカードサービス,"-40,382 "
2015年4月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2015年4月27日,保険,UFJ,ソンポジヤパン,"-2,530 "
2015年4月27日,その他,UFJ,YUKATANゆかたん740008,"-1,254 "
2015年4月27日,インターネット,UFJ,ヤフージャパン,-410 
2015年4月28日,管理費,UFJ,RKS(カンリヒトウ,"-19,230 "
2015年4月29日,ATM引き出し,UFJ,カード(セブンBK),"-20,000 "
2015年4月29日,ATM引き出し,UFJ,カード(セブンBK),"-20,000 "
2015年4月29日,手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年4月29日,ATM手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年4月30日,携帯電話,UFJ,ドコモご利用料金 05ガツブン,"-15,040 "
2015年4月30日,インターネット,UFJ,インターネツトヒカリ ゲツガク,"-3,580 "
2015年5月1日,給料,UFJ,シンワツウシンコウギヨウ(カ,"337,584 "
2015年5月2日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年5月3日,税金,UFJ,ヤフー チバケンジドウシャセ,"-45,724 "
2015年5月3日,ガソリン,UFJ,ナガヌマ エスエス,"-4,880 "
2015年5月6日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年5月7日,ローン,UFJ,ローン,"-68,764 "
2015年5月7日,カード返済,UFJ,セゾン,"-3,740 "
2015年5月9日,電話,UFJ,NTT東日本 ご利用料金 05ガツブン,"-2,178 "
2015年5月10日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2015年5月10日,ガソリン,UFJ,ナガヌマ エスエス,"-4,702 "
2015年5月11日,電気,UFJ,東京電力 1505 5016983030505,"-7,328 "
2015年5月15日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年5月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2015年5月15日,手数料,UFJ,手数料,-108 
2015年5月18日,ATM引き出し,UFJ,イオンギンコウ,"-20,000 "
2015年5月20日,その他,UFJ,エディオン 楽天市場店740221,"-146,572 "
2015年5月20日,水道,UFJ,ゲスイシヨウリヨウ,"-3,036 "
2015年5月21日,車,UFJ,FMパーツ750013,"-4,816 "
2015年5月22日,ガス,UFJ,トウキヨウガス 1195-614,"-4,346 "
2015年5月23日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2015年5月26日,保険,UFJ,ソンポジヤパン,"-2,530 "
2015年5月26日,インターネット,UFJ,ヤフージャパン,-410 
2015年5月27日,カード返済,UFJ,ラクテンカードサービス,"-51,220 "
2015年5月28日,管理費,UFJ,RKS(カンリヒトウ,"-19,230 "
2015年5月29日,ATM引き出し,UFJ,カード(セブンBK),"-10,000 "
2015年5月29日,ATM引き出し,UFJ,カード(セブンBK),"-10,000 "
2015年5月29日,水道,UFJ,チバケンスイドウ,"-5,900 "
2015年5月29日,手数料,UFJ,ゴリヨウテスウリヨウ,-108 
2015年5月29日,ATM手数料,UFJ,ゴリヨウテスウリヨウ,-108 
2015年5月31日,携帯電話,UFJ,ドコモご利用料金 06ガツブン,"-15,072 "
2015年5月31日,インターネット,UFJ,インターネツトヒカリ ゲツガク,"-3,580 "
2015年6月1日,その他,UFJ,ZHUSHIHUISH,"-3,250 "
2015年6月1日,保険,UFJ,メツトライフCL-K,"43,420 "
2015年6月2日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年6月4日,カード返済,UFJ,セゾン,"-3,030 "
2015年6月5日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年6月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"261,962 "
2015年6月8日,ローン,UFJ,ローン,"-68,764 "
2015年6月9日,電気,UFJ,東京電力 1506 5016983030505,"-6,049 "
2015年6月9日,電話,UFJ,NTT東日本 ご利用料金 06ガツブン,"-2,178 "
2015年6月12日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年6月12日,手数料,UFJ,手数料,-216 
2015年6月14日,ガソリン,UFJ,ナガヌマ エスエス,"-5,308 "
2015年6月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2015年6月16日,カード返済,UFJ,カード,"-20,000 "
2015年6月16日,カード返済,UFJ,カード,"-20,000 "
2015年6月18日,車,UFJ,JAFネンカイヒ,"-4,000 "
2015年6月19日,ATM引き出し,UFJ,カード(セブンBK),"-50,000 "
2015年6月19日,ATM引き出し,UFJ,カード(セブンBK),"-50,000 "
2015年6月19日,手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年6月19日,ATM手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年6月21日,食費,UFJ,カード(タコウ),"-30,000 "
2015年6月21日,食費,UFJ,カード(タコウ),"-30,000 "
2015年6月21日,食費,UFJ,カード(タコウ),-216 
2015年6月21日,食費,UFJ,カード(タコウ),-216 
2015年6月22日,ガス,UFJ,トウキヨウガス 1195-614,"-3,736 "
2015年6月26日,保険,UFJ,ソンポジヤパン,"-2,530 "
2015年6月26日,インターネット,UFJ,ヤフージャパン,-410 
2015年6月28日,ATM引き出し,UFJ,カード(セブンBK),"-20,000 "
2015年6月28日,ATM引き出し,UFJ,カード(セブンBK),"-20,000 "
2015年6月28日,手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年6月28日,ATM手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年6月29日,カード返済,UFJ,ラクテンカードサービス,"-102,517 "
2015年6月29日,管理費,UFJ,RKS(カンリヒトウ,"-19,230 "
2015年6月29日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2015年6月30日,携帯電話,UFJ,ドコモご利用料金 07ガツブン,"-15,040 "
2015年6月30日,水道,UFJ,ゲスイシヨウリヨウ,"-3,636 "
2015年6月30日,インターネット,UFJ,インターネツトヒカリ ゲツガク,"-3,580 "
2015年7月2日,ATM引き出し,UFJ,ATM 引き出し,"-15,000 "
2015年7月3日,給料,UFJ,シンワツウシンコウギヨウ(カ,"278,610 "
2015年7月4日,ATM引き出し,UFJ,イオンギンコウ,"-40,000 "
2015年7月4日,手数料,UFJ,手数料,-108 
2015年7月6日,ローン,UFJ,ローン,"-68,764 "
2015年7月6日,カード返済,UFJ,セゾン,"-2,890 "
2015年7月8日,電気,UFJ,東京電力 1507 5016983030505,"-6,275 "
2015年7月9日,電話,UFJ,NTT東日本 ご利用料金 07ガツブン,"-2,169 "
2015年7月12日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2015年7月15日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2015年7月15日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2015年7月15日,ボーナス,UFJ,シンワツウシンコウギヨウ(カ,"484,674 "
2015年7月17日,振替,UFJ,ヤマザキ ユウキ,"-450,000 "
2015年7月18日,振替,UFJ,ヤマザキ ユウキ,"-30,000 "
2015年7月18日,電化製品,UFJ,PE(ハライコミPC),"-23,100 "
2015年7月18日,電化製品,UFJ,PE(ハライコミPC),"-23,100 "
2015年7月18日,ATM引き出し,UFJ,ATM 引き出し,"-10,000 "
2015年7月18日,手数料,UFJ,手数料,-216 
2015年7月21日,ATM引き出し,UFJ,リヨウキヨク10592,"-30,000 "
2015年7月21日,手数料,UFJ,手数料,-108 
2015年7月21日,収入,UFJ,ヤマザキ ユウキ,"450,000 "
2015年7月21日,収入,UFJ,ヤマザキ ユウキ,"450,000 "
2015年7月22日,ガス,UFJ,トウキヨウガス 1195-614,"-3,596 "
2015年7月25日,ガソリン,UFJ,ナガヌマ エスエス,"-5,145 "
2015年7月27日,カード返済,UFJ,ラクテンカードサービス,"-46,276 "
2015年7月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2015年7月27日,保険,UFJ,ソンポジヤパン,"-2,970 "
2015年7月27日,インターネット,UFJ,ヤフージャパン,-410 
2015年7月28日,管理費,UFJ,RKS(カンリヒトウ,"-19,230 "
2015年7月29日,水道,UFJ,チバケンスイドウ,"-5,580 "
2015年7月31日,携帯電話,UFJ,ドコモご利用料金 08ガツブン,"-15,040 "
2015年7月31日,インターネット,UFJ,インターネツトヒカリ ゲツガク,"-3,580 "
2015年8月1日,その他,UFJ,イケア フナバシ,"-1,555 "
2015年8月3日,保険,UFJ,ケンミンキヨウサイ セ,"30,156 "
2015年8月4日,カード返済,UFJ,セゾン,-220 
2015年8月5日,ATM引き出し,UFJ,ATM 引き出し,"-40,000 "
2015年8月5日,給料,UFJ,シンワツウシンコウギヨウ(カ,"356,003 "
2015年8月6日,ローン,UFJ,ローン,"-68,764 "
2015年8月7日,電気,UFJ,東京電力 1508 5016983030505,"-7,713 "
2015年8月8日,食費,UFJ,スタミナタロウ チバキタテン,"-4,465 "
2015年8月8日,その他,UFJ,フルルガーデンヤチヨ,"-2,138 "
2015年8月9日,ATM引き出し,UFJ,イオンギンコウ,"-40,000 "
2015年8月9日,電話,UFJ,NTT東日本 ご利用料金 08ガツブン,"-2,178 "
2015年8月9日,手数料,UFJ,手数料,-108 
2015年8月10日,その他,UFJ,ヤフーショッピング ネットブ,"-13,732 "
2015年8月11日,税金,UFJ,チバシコテイ,"-22,000 "
2015年8月12日,ガソリン,UFJ,ナガヌマ エスエス,"-3,564 "
2015年8月13日,ATM引き出し,UFJ,ATM 引き出し,"-40,000 "
2015年8月14日,ガソリン,UFJ,シヨウワシエルセキユ,"-5,635 "
2015年8月15日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年8月15日,手数料,UFJ,手数料,-216 
2015年8月17日,保険,UFJ,ケンミンキヨウサイ,"-10,000 "
2015年8月17日,利息,UFJ,スーパーフツウ,12 
2015年8月21日,ATM引き出し,UFJ,イオンギンコウ,"-30,000 "
2015年8月21日,ガス,UFJ,トウキヨウガス 1195-614,"-2,410 "
2015年8月25日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2015年8月26日,保険,UFJ,ソンポジヤパン,"-2,970 "
2015年8月26日,インターネット,UFJ,ヤフージャパン,-410 
2015年8月27日,カード返済,UFJ,ラクテンカードサービス,"-42,908 "
2015年8月27日,保険,UFJ,DF.メツトライフホケン,"-6,580 "
2015年8月28日,管理費,UFJ,RKS(カンリヒトウ,"-19,230 "
2015年8月29日,ATM引き出し,UFJ,ATM 引き出し,"-15,000 "
2015年8月29日,ガソリン,UFJ,ナガヌマ エスエス,"-4,047 "
2015年8月30日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2015年8月30日,ATM引き出し,UFJ,ATM 引き出し,"-20,000 "
2015年8月30日,手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年8月30日,ATM手数料,UFJ,ゴリヨウテスウリヨウ,-216 
2015年8月31日,携帯電話,UFJ,ドコモご利用料金 09ガツブン,"-15,043 "
2015年8月31日,インターネット,UFJ,インターネツトヒカリ ゲツガク,"-3,580 "
2015年9月3日,その他,UFJ,ORANGEーBABY730254,"-41,763 "
2015年9月3日,医療,UFJ,Jトレード750044,"-6,780 "
2015年9月4日,給料,UFJ,シンワツウシンコウギヨウ(カ,"317,461 "
2015年9月5日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年9月5日,ガソリン,UFJ,ナガヌマ エスエス,"-3,402 "
2015年9月7日,ローン,UFJ,ローン,"-68,764 "
2015年9月8日,電気,UFJ,東京電力 1509 5016983030505,"-7,097 "
2015年9月9日,電話,UFJ,NTT東日本 ご利用料金 09ガツブン,"-2,169 "
2015年9月11日,ATM引き出し,UFJ,ATM 引き出し,"-30,000 "
2015年9月11日,手数料,UFJ,手数料,-108 
2015年9月12日,ATM引き出し,UFJ,ATM 引き出し,"-90,000 "
2015年9月12日,手数料,UFJ,手数料,-216 
2015年9月12日,利息,UFJ,27/カミキブン リソク,25 
2015年9月12日,利息,UFJ,27/カミキブン リソク,25 
