日付,カテゴリ,分類,メモ,金額,,
2014/12/31,インターネット,楽天カード,インタ-ネツトヒカリ ゲツガク,"-3,580",,
2014/12/31,携帯電話,楽天カード,ドコモご利用料金 01ガツブン,"-14,522",,
2015/1/2,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/1/2,ガソリン,楽天カード,ナガヌマ エスエス,"-4,896",,
2015/1/5,水道,UFJ,ゲスイシヨウリヨウ,"-3,036",,
2015/1/6,ローン,UFJ,ローン,"-68,764",,
2015/1/8,ATM引き出し,UFJ,イオンギンコウ,"-20,000",,
2015/1/9,電気,楽天カード,東京電力 1501 5016983030505,"-7,447",,
2015/1/10,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/1/10,手数料,UFJ,手数料,-216,,
2015/1/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2015/1/16,灯油,楽天カード,ナガヌマ エスエス,"-2,484",,
2015/1/17,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2015/1/17,手数料,UFJ,手数料,-216,,
2015/1/20,電話,楽天カード,NTT東日本 ご利用料金 02ガツブン,"-2,179",,
2015/1/21,ガス,楽天カード,トウキヨウガス 1195-614,"-6,759",,
2015/1/26,保険,UFJ,ソンポジヤパン,"-2,530",,
2015/1/26,インターネット,UFJ,ヤフージャパン,-410,,
2015/1/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2015/1/27,カード返済,UFJ,ラクテンカードサービス,"-41,917",,
2015/1/27,その他,楽天カード,東海メガネ・コンタクト730019,"-3,380",,
2015/1/28,管理費,UFJ,RKS(カンリヒトウ,"-19,230",,
2015/1/29,水道,UFJ,チバケンスイドウ,"-5,420",,
2015/1/31,インターネット,楽天カード,インタ-ネツトヒカリ ゲツガク,"-3,580",,
2015/1/31,携帯電話,楽天カード,ドコモご利用料金 02ガツブン,"-17,197",,
2015/2/3,ATM入金,UFJ,ATM 入金,"5,000",,
2015/2/4,カード返済,UFJ,セゾン,"-4,590",,
2015/2/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"216,806",,
2015/2/6,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2015/2/6,ローン,UFJ,ローン,"-68,764",,
2015/2/6,電気,楽天カード,東京電力 1502 5016983030505,"-7,239",,
2015/2/7,灯油,楽天カード,ナガヌマ エスエス,"-2,340",,
2015/2/8,ガソリン,楽天カード,ナガヌマ エスエス,"-4,823",,
2015/2/10,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/2/16,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2015/2/18,ATM引き出し,みずほ ゆーき,ATM 引き出し,"-50,000",,
2015/2/18,手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/2/18,ATM手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/2/19,その他,楽天カード,ZHUSHIHUISH,"-3,580",,
2015/2/19,ガス,楽天カード,トウキヨウガス 1195-614,"-7,963",,
2015/2/21,高速,セゾンカード,ETC特別割引(君津→穴川東),"-1,010",,
2015/2/21,高速,セゾンカード,ETC特別割引(松ヶ丘南→木更津北),-710,,
2015/2/21,その他,楽天カード,AMAZON.CO.JP,"-1,599",,
2015/2/21,ガソリン,楽天カード,ナガヌマ エスエス,"-4,323",,
2015/2/22,高速,セゾンカード,ETC特別割引(君津→穴川東),"-1,010",,
2015/2/22,高速,セゾンカード,ETC特別割引(穴川中→君津),"-1,010",,
2015/2/23,利息,UFJ,スーパーフツウ,10,,
2015/2/26,保険,UFJ,ソンポジヤパン,"-2,530",,
2015/2/26,インターネット,UFJ,ヤフージャパン,-410,,
2015/2/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2015/2/27,カード返済,UFJ,ラクテンカードサービス,"-46,892",,
2015/2/28,ATM引き出し,UFJ,ATM 引き出し,"-10,000",,
2015/2/28,インターネット,楽天カード,インターネツトヒカリ ゲツガク,"-3,580",,
2015/2/28,その他,楽天カード,オルビス,"-2,814",,
2015/2/28,携帯電話,楽天カード,ドコモご利用料金 03ガツブン,"-15,040",,
2015/3/1,ATM引き出し,UFJ,ATM 引き出し,"-8,000",,
2015/3/1,灯油,楽天カード,ナガヌマ エスエス,"-1,206",,
2015/3/2,水道,UFJ,ゲスイシヨウリヨウ,"-3,276",,
2015/3/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"244,423",,
2015/3/6,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/3/6,ローン,UFJ,ローン,"-68,764",,
2015/3/9,電話,楽天カード,NTT東日本 ご利用料金 03ガツブン,"-2,188",,
2015/3/9,電気,楽天カード,東京電力 1503 5016983030505,"-8,248",,
2015/3/10,カード返済,UFJ,カ)クレデイセゾン,"-13,452",,
2015/3/13,その他,楽天カード,グルーポン・ジャパン,"-1,000",,
2015/3/14,利息,みずほ ゆーき,26/シモキブン リソク,25,,
2015/3/14,利子所得,みずほ ゆーき,26/シモキブン リソク,25,,
2015/3/15,ATM引き出し,UFJ,ATM 引き出し,"-10,000",,
2015/3/15,管理費,UFJ,RKS(カンリヒトウ,"-19,230",,
2015/3/15,手数料,UFJ,手数料,-216,,
2015/3/16,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2015/3/20,その他,楽天カード,ZHUSHIHUISH,-125,,
2015/3/20,ガス,楽天カード,トウキヨウガス 1195-614,"-6,181",,
2015/3/21,ATM引き出し,みずほ ゆーき,ATM 引き出し,"-50,000",,
2015/3/21,手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/3/21,ATM手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/3/22,高速,セゾンカード,ETC特別割引(穴川中→君津),"-1,010",,
2015/3/26,保険,UFJ,ソンポジヤパン,"-2,530",,
2015/3/26,インターネット,UFJ,ヤフージャパン,-410,,
2015/3/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2015/3/27,カード返済,UFJ,ラクテンカードサービス,"-58,203",,
2015/3/30,管理費,UFJ,RKS(カンリヒトウ,"-19,230",,
2015/3/30,水道,UFJ,チバケンスイドウ,"-5,080",,
2015/3/31,ATM引き出し,みずほ ゆーき,ATM 引き出し,"-50,000",,
2015/3/31,手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-108,,
2015/3/31,ATM手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-108,,
2015/3/31,インターネット,楽天カード,インターネツトヒカリ ゲツガク,"-3,580",,
2015/3/31,携帯電話,楽天カード,ドコモご利用料金 04ガツブン,"-15,072",,
2015/4/2,ATM引き出し,UFJ,ATM 引き出し,"-10,000",,
2015/4/3,ATM引き出し,UFJ,ATM 引き出し,"-40,000",,
2015/4/3,給料,UFJ,シンワツウシンコウギヨウ(カ,"311,421",,
2015/4/4,ガソリン,楽天カード,ナガヌマ エスエス,"-5,773",,
2015/4/6,カード返済,UFJ,セゾン,"-2,800",,
2015/4/6,ローン,UFJ,ローン,"-68,764",,
2015/4/7,その他,楽天カード,タイムリー・ファッションストア760094,"-2,592",,
2015/4/8,その他,楽天カード,ビックカメラ楽天市場店742352,"-9,266",,
2015/4/9,電話,楽天カード,NTT東日本 ご利用料金 04ガツブン,"-2,205",,
2015/4/9,電気,楽天カード,東京電力 1504 5016983030505,"-7,607",,
2015/4/11,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/4/12,高速,セゾンカード,ETC特別割引(君津→穴川東),"-1,010",,
2015/4/12,高速,セゾンカード,ETC特別割引(穴川中→君津),"-1,010",,
2015/4/15,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/4/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2015/4/15,手数料,UFJ,手数料,-108,,
2015/4/18,高速,セゾンカード,ETC東日本(千葉北→成田),-990,,
2015/4/19,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/4/19,手数料,UFJ,手数料,-216,,
2015/4/21,ガス,楽天カード,トウキヨウガス 1195-614,"-6,362",,
2015/4/23,ATM引き出し,UFJ,イオンギンコウ,"-30,000",,
2015/4/25,ガソリン,楽天カード,ナガヌマ エスエス,"-5,125",,
2015/4/26,高速,セゾンカード,ETC特別割引(穴川中→君津),"-1,010",,
2015/4/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2015/4/27,保険,UFJ,ソンポジヤパン,"-2,530",,
2015/4/27,インターネット,UFJ,ヤフージャパン,-410,,
2015/4/27,カード返済,UFJ,ラクテンカードサービス,"-40,382",,
2015/4/27,その他,楽天カード,YUKATANゆかたん740008,"-1,254",,
2015/4/28,管理費,UFJ,RKS(カンリヒトウ,"-19,230",,
2015/4/29,ATM引き出し,みずほ ゆーき,カード(セブンBK),"-20,000",,
2015/4/29,手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/4/29,ATM手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/4/30,インターネット,楽天カード,インターネツトヒカリ ゲツガク,"-3,580",,
2015/4/30,携帯電話,楽天カード,ドコモご利用料金 05ガツブン,"-15,040",,
2015/5/1,給料,UFJ,シンワツウシンコウギヨウ(カ,"337,584",,
2015/5/2,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/5/2,高速,セゾンカード,ETC特別割引(松ヶ丘南→木更津南),-890,,
2015/5/3,ガソリン,楽天カード,ナガヌマ エスエス,"-4,880",,
2015/5/3,税金,楽天カード,ヤフー チバケンジドウシャセ,"-45,724",,
2015/5/6,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/5/7,カード返済,UFJ,セゾン,"-3,740",,
2015/5/7,ローン,UFJ,ローン,"-68,764",,
2015/5/9,電話,楽天カード,NTT東日本 ご利用料金 05ガツブン,"-2,178",,
2015/5/10,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2015/5/10,ガソリン,楽天カード,ナガヌマ エスエス,"-4,702",,
2015/5/11,電気,楽天カード,東京電力 1505 5016983030505,"-7,328",,
2015/5/15,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/5/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2015/5/15,手数料,UFJ,手数料,-108,,
2015/5/18,ATM引き出し,UFJ,イオンギンコウ,"-20,000",,
2015/5/20,水道,UFJ,ゲスイシヨウリヨウ,"-3,036",,
2015/5/20,その他,楽天カード,エディオン 楽天市場店740221,"-146,572",,
2015/5/21,車,楽天カード,FMパーツ750013,"-4,816",,
2015/5/22,ガス,楽天カード,トウキヨウガス 1195-614,"-4,346",,
2015/5/23,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2015/5/26,保険,UFJ,ソンポジヤパン,"-2,530",,
2015/5/26,インターネット,UFJ,ヤフージャパン,-410,,
2015/5/27,カード返済,UFJ,ラクテンカードサービス,"-51,220",,
2015/5/28,管理費,UFJ,RKS(カンリヒトウ,"-19,230",,
2015/5/29,水道,UFJ,チバケンスイドウ,"-5,900",,
2015/5/29,ATM引き出し,みずほ ゆーき,カード(セブンBK),"-10,000",,
2015/5/29,手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-108,,
2015/5/29,ATM手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-108,,
2015/5/31,インターネット,楽天カード,インターネツトヒカリ ゲツガク,"-3,580",,
2015/5/31,携帯電話,楽天カード,ドコモご利用料金 06ガツブン,"-15,072",,
2015/6/1,保険,UFJ,メツトライフCL-K,"43,420",,
2015/6/1,その他,楽天カード,ZHUSHIHUISH,"-3,250",,
2015/6/2,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/6/4,カード返済,UFJ,セゾン,"-3,030",,
2015/6/5,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/6/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"261,962",,
2015/6/8,ローン,UFJ,ローン,"-68,764",,
2015/6/9,電話,楽天カード,NTT東日本 ご利用料金 06ガツブン,"-2,178",,
2015/6/9,電気,楽天カード,東京電力 1506 5016983030505,"-6,049",,
2015/6/12,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/6/12,手数料,UFJ,手数料,-216,,
2015/6/13,高速,セゾンカード,ETC特別割引(中野→千葉東),-220,,
2015/6/14,ガソリン,楽天カード,ナガヌマ エスエス,"-5,308",,
2015/6/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2015/6/16,カード返済,みずほ ゆーき,カード,"-20,000",,
2015/6/18,車,UFJ,JAFネンカイヒ,"-4,000",,
2015/6/19,ATM引き出し,みずほ ゆーき,カード(セブンBK),"-50,000",,
2015/6/19,手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/6/19,ATM手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/6/21,食費,みずほ ゆーき,カード(タコウ),-216,,
2015/6/21,食費,みずほ ゆーき,カード(タコウ),"-30,000",,
2015/6/22,ガス,楽天カード,トウキヨウガス 1195-614,"-3,736",,
2015/6/26,保険,UFJ,ソンポジヤパン,"-2,530",,
2015/6/26,インターネット,UFJ,ヤフージャパン,-410,,
2015/6/28,ATM引き出し,みずほ ゆーき,カード(セブンBK),"-20,000",,
2015/6/28,手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/6/28,ATM手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/6/29,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2015/6/29,管理費,UFJ,RKS(カンリヒトウ,"-19,230",,
2015/6/29,カード返済,UFJ,ラクテンカードサービス,"-102,517",,
2015/6/30,水道,UFJ,ゲスイシヨウリヨウ,"-3,636",,
2015/6/30,インターネット,楽天カード,インターネツトヒカリ ゲツガク,"-3,580",,
2015/6/30,携帯電話,楽天カード,ドコモご利用料金 07ガツブン,"-15,040",,
2015/7/2,ATM引き出し,UFJ,ATM 引き出し,"-15,000",,
2015/7/3,給料,UFJ,シンワツウシンコウギヨウ(カ,"278,610",,
2015/7/4,ATM引き出し,UFJ,イオンギンコウ,"-40,000",,
2015/7/4,手数料,UFJ,手数料,-108,,
2015/7/6,カード返済,UFJ,セゾン,"-2,890",,
2015/7/6,ローン,UFJ,ローン,"-68,764",,
2015/7/8,電気,楽天カード,東京電力 1507 5016983030505,"-6,275",,
2015/7/9,電話,楽天カード,NTT東日本 ご利用料金 07ガツブン,"-2,169",,
2015/7/12,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2015/7/15,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2015/7/15,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2015/7/15,ボーナス,UFJ,シンワツウシンコウギヨウ(カ,"484,674",,
2015/7/17,振替,UFJ,ヤマザキ ユウキ,"-450,000",,
2015/7/18,ATM引き出し,UFJ,ATM 引き出し,"-10,000",,
2015/7/18,振替,UFJ,ヤマザキ ユウキ,"-30,000",,
2015/7/18,手数料,UFJ,手数料,-216,,
2015/7/18,高速,セゾンカード,ETC特別割引(穴川中→木更津南),"-1,010",,
2015/7/18,電化製品,みずほ ゆーき,PE(ハライコミPC),"-23,100",,
2015/7/21,ATM引き出し,UFJ,リヨウキヨク10592,"-30,000",,
2015/7/21,手数料,UFJ,手数料,-108,,
2015/7/21,収入,みずほ ゆーき,ヤマザキ ユウキ,"450,000",,
2015/7/22,ガス,楽天カード,トウキヨウガス 1195-614,"-3,596",,
2015/7/25,ガソリン,楽天カード,ナガヌマ エスエス,"-5,145",,
2015/7/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2015/7/27,保険,UFJ,ソンポジヤパン,"-2,970",,
2015/7/27,インターネット,UFJ,ヤフージャパン,-410,,
2015/7/27,カード返済,UFJ,ラクテンカードサービス,"-46,276",,
2015/7/28,管理費,UFJ,RKS(カンリヒトウ,"-19,230",,
2015/7/29,水道,UFJ,チバケンスイドウ,"-5,580",,
2015/7/31,インターネット,楽天カード,インターネツトヒカリ ゲツガク,"-3,580",,
2015/7/31,携帯電話,楽天カード,ドコモご利用料金 08ガツブン,"-15,040",,
2015/8/1,その他,楽天カード,イケア フナバシ,"-1,555",,
2015/8/3,保険,UFJ,ケンミンキヨウサイ セ,"30,156",,
2015/8/4,カード返済,UFJ,セゾン,-220,,
2015/8/5,ATM引き出し,UFJ,ATM 引き出し,"-40,000",,
2015/8/5,給料,UFJ,シンワツウシンコウギヨウ(カ,"356,003",,
2015/8/6,ローン,UFJ,ローン,"-68,764",,
2015/8/7,電気,楽天カード,東京電力 1508 5016983030505,"-7,713",,
2015/8/8,食費,楽天カード,スタミナタロウ チバキタテン,"-4,465",,
2015/8/8,その他,楽天カード,フルルガーデンヤチヨ,"-2,138",,
2015/8/9,ATM引き出し,UFJ,イオンギンコウ,"-40,000",,
2015/8/9,手数料,UFJ,手数料,-108,,
2015/8/9,電話,楽天カード,NTT東日本 ご利用料金 08ガツブン,"-2,178",,
2015/8/10,その他,楽天カード,ヤフーショッピング ネットブ,"-13,732",,
2015/8/11,税金,UFJ,チバシコテイ,"-22,000",,
2015/8/12,高速,セゾンカード,ETC首都高速(京葉道接続→東名道接続),-930,,
2015/8/12,ガソリン,楽天カード,ナガヌマ エスエス,"-3,564",,
2015/8/13,ATM引き出し,UFJ,ATM 引き出し,"-40,000",,
2015/8/13,高速,セゾンカード,ETC深夜割引(東京→厚木),-900,,
2015/8/14,高速,セゾンカード,ETC首都高速(中央道接続→京葉道接続),-930,,
2015/8/14,高速,セゾンカード,ETC中日本(八王子→高井戸出口),-620,,
2015/8/14,高速,セゾンカード,ETC東日本(千葉西→穴川西),-250,,
2015/8/14,高速,セゾンカード,ETC東日本(船橋本線下→船橋本線下),-250,,
2015/8/14,ガソリン,楽天カード,シヨウワシエルセキユ,"-5,635",,
2015/8/15,ATM引き出し,UFJ,ATM 引き出し,"-30,000",,
2015/8/15,手数料,UFJ,手数料,-216,,
2015/8/17,保険,UFJ,ケンミンキヨウサイ,"-10,000",,
2015/8/17,利息,UFJ,スーパーフツウ,12,,
2015/8/21,ATM引き出し,UFJ,イオンギンコウ,"-30,000",,
2015/8/21,ガス,楽天カード,トウキヨウガス 1195-614,"-2,410",,
2015/8/23,高速,セゾンカード,ETC首都高速(天現寺→京葉道接続),-820,,
2015/8/23,高速,セゾンカード,ETC東日本(穴川西→千葉西),-250,,
2015/8/23,高速,セゾンカード,ETC東日本(千葉西→穴川西),-250,,
2015/8/23,高速,セゾンカード,ETC東日本(船橋本線下→船橋本線下),-250,,
2015/8/23,高速,セゾンカード,ETC東日本(船橋本線上→船橋本線上),-250,,
2015/8/23,高速,セゾンカード,ETC特別割引(京葉道接続→芝公園外),-720,,
2015/8/25,ATM引き出し,UFJ,ATM 引き出し,"-20,000",,
2015/8/26,保険,UFJ,ソンポジヤパン,"-2,970",,
2015/8/26,インターネット,UFJ,ヤフージャパン,-410,,
2015/8/27,保険,UFJ,DF.メツトライフホケン,"-6,580",,
2015/8/27,カード返済,UFJ,ラクテンカードサービス,"-42,908",,
2015/8/28,管理費,UFJ,RKS(カンリヒトウ,"-19,230",,
2015/8/29,ATM引き出し,UFJ,ATM 引き出し,"-15,000",,
2015/8/29,ガソリン,楽天カード,ナガヌマ エスエス,"-4,047",,
2015/8/30,高速,セゾンカード,ETC特別割引(君津→穴川東),"-1,010",,
2015/8/30,高速,セゾンカード,ETC特別割引(穴川中→富浦),"-1,790",,
2015/8/30,ATM引き出し,みずほ ゆーき,ATM 引き出し,"-20,000",,
2015/8/30,手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/8/30,ATM手数料,みずほ ゆーき,ゴリヨウテスウリヨウ,-216,,
2015/8/31,インターネット,楽天カード,インターネツトヒカリ ゲツガク,"-3,580",,
2015/8/31,携帯電話,楽天カード,ドコモご利用料金 09ガツブン,"-15,043",,
2015/9/3,医療,楽天カード,Jトレード750044,"-6,780",,
